timestamp,target_label,predicted_label,pred_confidence
2024-04-01 13:20:00,BUY,BUY,0.766
2024-04-01 13:25:00,BUY,BUY,0.632
2024-04-01 13:30:00,BUY,SELL,0.825
2024-04-01 13:35:00,BUY,BUY,0.849
2024-04-01 13:40:00,BUY,BUY,0.848
2024-04-01 13:45:00,BUY,BUY,0.762
2024-04-01 13:50:00,BUY,BUY,0.605
2024-04-01 13:55:00,BUY,BUY,0.672
2024-04-01 14:00:00,BUY,BUY,0.81
2024-04-01 14:05:00,HOLD,HOLD,0.936
2024-04-01 14:10:00,HOLD,SELL,0.905
2024-04-01 14:15:00,HOLD,HOLD,0.797
2024-04-01 14:20:00,BUY,BUY,0.832
2024-04-01 14:25:00,HOLD,HOLD,0.44
2024-04-01 14:30:00,BUY,BUY,0.649
2024-04-01 14:35:00,BUY,BUY,0.961
2024-04-01 14:40:00,HOLD,BUY,0.823
2024-04-01 14:45:00,HOLD,HOLD,0.819
2024-04-01 14:50:00,SELL,HOLD,0.917
2024-04-01 14:55:00,HOLD,HOLD,0.603
2024-04-01 15:00:00,BUY,BUY,0.44
2024-04-01 15:05:00,BUY,BUY,0.797
2024-04-01 15:10:00,BUY,BUY,0.66
2024-04-01 15:15:00,BUY,BUY,0.647
2024-04-01 15:20:00,BUY,BUY,0.475
2024-04-01 15:25:00,BUY,HOLD,0.541
2024-04-02 09:15:00,BUY,BUY,0.852
2024-04-02 09:20:00,BUY,BUY,0.96
2024-04-02 09:25:00,BUY,HOLD,0.446
2024-04-02 09:30:00,BUY,SELL,0.755
2024-04-02 09:35:00,HOLD,HOLD,0.577
2024-04-02 09:40:00,BUY,SELL,0.774
2024-04-02 09:45:00,HOLD,HOLD,0.544
2024-04-02 09:50:00,BUY,BUY,0.943
2024-04-02 09:55:00,BUY,BUY,0.627
2024-04-02 10:00:00,BUY,BUY,0.786
2024-04-02 10:05:00,BUY,BUY,0.66
2024-04-02 10:10:00,BUY,SELL,0.815
2024-04-02 10:15:00,BUY,BUY,0.807
2024-04-02 10:20:00,BUY,BUY,0.6
2024-04-02 10:25:00,BUY,BUY,0.428
2024-04-02 10:30:00,BUY,BUY,0.422
2024-04-02 10:35:00,BUY,BUY,0.575
2024-04-02 10:40:00,BUY,BUY,0.852
2024-04-02 10:45:00,SELL,SELL,0.725
2024-04-02 10:50:00,SELL,SELL,0.688
2024-04-02 10:55:00,SELL,SELL,0.445
2024-04-02 11:00:00,SELL,SELL,0.599
2024-04-02 11:05:00,HOLD,BUY,0.722
2024-04-02 11:10:00,HOLD,HOLD,0.82
2024-04-02 11:15:00,BUY,BUY,0.841
2024-04-02 11:20:00,BUY,BUY,0.629
2024-04-02 11:25:00,BUY,BUY,0.826
2024-04-02 11:30:00,BUY,BUY,0.438
2024-04-02 11:35:00,BUY,BUY,0.674
2024-04-02 11:40:00,BUY,HOLD,0.795
2024-04-02 11:45:00,BUY,BUY,0.901
2024-04-02 11:50:00,BUY,HOLD,0.96
2024-04-02 11:55:00,BUY,BUY,0.826
2024-04-02 12:00:00,BUY,BUY,0.821
2024-04-02 12:05:00,BUY,BUY,0.672
2024-04-02 12:10:00,BUY,BUY,0.683
2024-04-02 12:15:00,HOLD,HOLD,0.604
2024-04-02 12:20:00,BUY,BUY,0.944
2024-04-02 12:25:00,BUY,BUY,0.626
2024-04-02 12:30:00,BUY,BUY,0.561
2024-04-02 12:35:00,BUY,HOLD,0.885
2024-04-02 12:40:00,BUY,BUY,0.704
2024-04-02 12:45:00,BUY,BUY,0.668
2024-04-02 12:50:00,HOLD,HOLD,0.945
2024-04-02 12:55:00,HOLD,HOLD,0.458
2024-04-02 13:00:00,SELL,SELL,0.473
2024-04-02 13:05:00,SELL,SELL,0.736
2024-04-02 13:10:00,SELL,SELL,0.442
2024-04-02 13:15:00,HOLD,HOLD,0.926
2024-04-02 13:20:00,HOLD,HOLD,0.967
2024-04-02 13:25:00,HOLD,BUY,0.581
2024-04-02 13:30:00,BUY,BUY,0.914
2024-04-02 13:35:00,HOLD,HOLD,0.682
2024-04-02 13:40:00,BUY,BUY,0.734
2024-04-02 13:45:00,BUY,BUY,0.663
2024-04-02 13:50:00,BUY,BUY,0.932
2024-04-02 13:55:00,BUY,BUY,0.604
2024-04-02 14:00:00,BUY,BUY,0.945
2024-04-02 14:05:00,BUY,HOLD,0.611
2024-04-02 14:10:00,BUY,BUY,0.563
2024-04-02 14:15:00,BUY,BUY,0.987
2024-04-02 14:20:00,BUY,BUY,0.472
2024-04-02 14:25:00,HOLD,HOLD,0.5
2024-04-02 14:30:00,HOLD,SELL,0.765
2024-04-02 14:35:00,HOLD,HOLD,0.956
2024-04-02 14:40:00,HOLD,HOLD,0.907
2024-04-02 14:45:00,HOLD,HOLD,0.826
2024-04-02 14:50:00,BUY,BUY,0.429
2024-04-02 14:55:00,BUY,HOLD,0.457
2024-04-02 15:00:00,BUY,BUY,0.872
2024-04-02 15:05:00,BUY,BUY,0.872
2024-04-02 15:10:00,BUY,HOLD,0.979
2024-04-02 15:15:00,BUY,BUY,0.625
2024-04-02 15:20:00,HOLD,HOLD,0.735
2024-04-02 15:25:00,HOLD,BUY,0.577
2024-04-03 09:15:00,HOLD,HOLD,0.473
2024-04-03 09:20:00,SELL,SELL,0.814
2024-04-03 09:25:00,HOLD,SELL,0.816
2024-04-03 09:30:00,HOLD,HOLD,0.457
2024-04-03 09:35:00,HOLD,HOLD,0.747
2024-04-03 09:40:00,HOLD,HOLD,0.905
2024-04-03 09:45:00,BUY,BUY,0.855
2024-04-03 09:50:00,BUY,HOLD,0.594
2024-04-03 09:55:00,HOLD,HOLD,0.426
2024-04-03 10:00:00,HOLD,HOLD,0.555
2024-04-03 10:05:00,HOLD,BUY,0.5
2024-04-03 10:10:00,HOLD,HOLD,0.635
2024-04-03 10:15:00,SELL,HOLD,0.691
2024-04-03 10:20:00,HOLD,HOLD,0.689
2024-04-03 10:25:00,HOLD,HOLD,0.505
2024-04-03 10:30:00,HOLD,HOLD,0.611
2024-04-03 10:35:00,BUY,BUY,0.548
2024-04-03 10:40:00,HOLD,HOLD,0.905
2024-04-03 10:45:00,HOLD,HOLD,0.874
2024-04-03 10:50:00,SELL,SELL,0.955
2024-04-03 10:55:00,HOLD,HOLD,0.646
2024-04-03 11:00:00,HOLD,HOLD,0.879
2024-04-03 11:05:00,HOLD,HOLD,0.53
2024-04-03 11:10:00,HOLD,HOLD,0.621
2024-04-03 11:15:00,HOLD,HOLD,0.639
2024-04-03 11:20:00,BUY,BUY,0.589
2024-04-03 11:25:00,HOLD,HOLD,0.535
2024-04-03 11:30:00,HOLD,HOLD,0.943
2024-04-03 11:35:00,HOLD,HOLD,0.675
2024-04-03 11:40:00,HOLD,HOLD,0.826
2024-04-03 11:45:00,BUY,BUY,0.542
2024-04-03 11:50:00,BUY,HOLD,0.817
2024-04-03 11:55:00,BUY,BUY,0.816
2024-04-03 12:00:00,BUY,BUY,0.935
2024-04-03 12:05:00,HOLD,HOLD,0.574
2024-04-03 12:10:00,BUY,BUY,0.96
2024-04-03 12:15:00,BUY,SELL,0.905
2024-04-03 12:20:00,HOLD,HOLD,0.508
2024-04-03 12:25:00,HOLD,HOLD,0.65
2024-04-03 12:30:00,BUY,BUY,0.636
2024-04-03 12:35:00,BUY,BUY,0.989
2024-04-03 12:40:00,BUY,BUY,0.807
2024-04-03 12:45:00,BUY,BUY,0.502
2024-04-03 12:50:00,BUY,BUY,0.699
2024-04-03 12:55:00,BUY,BUY,0.855
2024-04-03 13:00:00,BUY,BUY,0.453
2024-04-03 13:05:00,BUY,BUY,0.84
2024-04-03 13:10:00,BUY,BUY,0.805
2024-04-03 13:15:00,BUY,BUY,0.85
2024-04-03 13:20:00,BUY,BUY,0.508
2024-04-03 13:25:00,BUY,BUY,0.961
2024-04-03 13:30:00,BUY,BUY,0.642
2024-04-03 13:35:00,BUY,HOLD,0.798
2024-04-03 13:40:00,HOLD,HOLD,0.559
2024-04-03 13:45:00,SELL,SELL,0.441
2024-04-03 13:50:00,SELL,SELL,0.452
2024-04-03 13:55:00,SELL,SELL,0.746
2024-04-03 14:00:00,SELL,SELL,0.933
2024-04-03 14:05:00,SELL,SELL,0.806
2024-04-03 14:10:00,SELL,SELL,0.449
2024-04-03 14:15:00,SELL,HOLD,0.431
2024-04-03 14:20:00,SELL,SELL,0.98
2024-04-03 14:25:00,SELL,SELL,0.661
2024-04-03 14:30:00,SELL,SELL,0.927
2024-04-03 14:35:00,SELL,HOLD,0.851
2024-04-03 14:40:00,SELL,HOLD,0.837
2024-04-03 14:45:00,SELL,SELL,0.897
2024-04-03 14:50:00,SELL,SELL,0.634
2024-04-03 14:55:00,SELL,SELL,0.595
2024-04-03 15:00:00,SELL,SELL,0.45
2024-04-03 15:05:00,SELL,SELL,0.979
2024-04-03 15:10:00,SELL,BUY,0.471
2024-04-03 15:15:00,SELL,SELL,0.915
2024-04-03 15:20:00,SELL,SELL,0.463
2024-04-03 15:25:00,SELL,SELL,0.766
2024-04-04 09:15:00,SELL,SELL,0.921
2024-04-04 09:20:00,SELL,SELL,0.746
2024-04-04 09:25:00,SELL,SELL,0.754
2024-04-04 09:30:00,HOLD,HOLD,0.719
2024-04-04 09:35:00,HOLD,HOLD,0.473
2024-04-04 09:40:00,HOLD,HOLD,0.969
2024-04-04 09:45:00,HOLD,HOLD,0.815
2024-04-04 09:50:00,HOLD,BUY,0.957
2024-04-04 09:55:00,HOLD,HOLD,0.908
2024-04-04 10:00:00,SELL,SELL,0.55
2024-04-04 10:05:00,SELL,SELL,0.857
2024-04-04 10:10:00,SELL,SELL,0.729
2024-04-04 10:15:00,SELL,SELL,0.54
2024-04-04 10:20:00,SELL,BUY,0.749
2024-04-04 10:25:00,HOLD,HOLD,0.975
2024-04-04 10:30:00,HOLD,HOLD,0.439
2024-04-04 10:35:00,SELL,SELL,0.799
2024-04-04 10:40:00,SELL,SELL,0.657
2024-04-04 10:45:00,SELL,SELL,0.703
2024-04-04 10:50:00,SELL,SELL,0.811
2024-04-04 10:55:00,SELL,SELL,0.533
2024-04-04 11:00:00,SELL,SELL,0.447
2024-04-04 11:05:00,SELL,SELL,0.505
2024-04-04 11:10:00,SELL,SELL,0.643
2024-04-04 11:15:00,SELL,SELL,0.791
2024-04-04 11:20:00,SELL,SELL,0.696
2024-04-04 11:25:00,SELL,SELL,0.872
2024-04-04 11:30:00,SELL,SELL,0.573
2024-04-04 11:35:00,SELL,SELL,0.486
2024-04-04 11:40:00,SELL,SELL,0.756
2024-04-04 11:45:00,HOLD,HOLD,0.827
2024-04-04 11:50:00,HOLD,HOLD,0.695
2024-04-04 11:55:00,HOLD,BUY,0.452
2024-04-04 12:00:00,SELL,SELL,0.672
2024-04-04 12:05:00,HOLD,HOLD,0.817
2024-04-04 12:10:00,SELL,SELL,0.626
2024-04-04 12:15:00,SELL,BUY,0.898
2024-04-04 12:20:00,SELL,SELL,0.553
2024-04-04 12:25:00,SELL,SELL,0.803
2024-04-04 12:30:00,SELL,SELL,0.647
2024-04-04 12:35:00,SELL,SELL,0.481
2024-04-04 12:40:00,SELL,SELL,0.569
2024-04-04 12:45:00,SELL,SELL,0.497
2024-04-04 12:50:00,HOLD,HOLD,0.732
2024-04-04 12:55:00,HOLD,HOLD,0.903
2024-04-04 13:00:00,HOLD,HOLD,0.849
2024-04-04 13:05:00,HOLD,HOLD,0.781
2024-04-04 13:10:00,SELL,SELL,0.445
2024-04-04 13:15:00,SELL,SELL,0.769
2024-04-04 13:20:00,SELL,SELL,0.862
2024-04-04 13:25:00,SELL,SELL,0.601
2024-04-04 13:30:00,SELL,BUY,0.686
2024-04-04 13:35:00,SELL,SELL,0.674
2024-04-04 13:40:00,SELL,SELL,0.7
2024-04-04 13:45:00,SELL,SELL,0.472
2024-04-04 13:50:00,SELL,SELL,0.713
2024-04-04 13:55:00,HOLD,HOLD,0.573
2024-04-04 14:00:00,HOLD,HOLD,0.731
2024-04-04 14:05:00,HOLD,HOLD,0.461
2024-04-04 14:10:00,SELL,SELL,0.594
2024-04-04 14:15:00,SELL,SELL,0.481
2024-04-04 14:20:00,SELL,SELL,0.851
2024-04-04 14:25:00,SELL,SELL,0.954
2024-04-04 14:30:00,HOLD,HOLD,0.828
2024-04-04 14:35:00,HOLD,HOLD,0.643
2024-04-04 14:40:00,BUY,BUY,0.668
2024-04-04 14:45:00,HOLD,HOLD,0.764
2024-04-04 14:50:00,SELL,BUY,0.539
2024-04-04 14:55:00,SELL,SELL,0.432
2024-04-04 15:00:00,SELL,SELL,0.907
2024-04-04 15:05:00,HOLD,HOLD,0.694
2024-04-04 15:10:00,HOLD,HOLD,0.829
2024-04-04 15:15:00,SELL,SELL,0.68
2024-04-04 15:20:00,SELL,SELL,0.57
2024-04-04 15:25:00,HOLD,HOLD,0.439
2024-04-05 09:15:00,SELL,SELL,0.763
2024-04-05 09:20:00,SELL,BUY,0.723
2024-04-05 09:25:00,SELL,BUY,0.425
2024-04-05 09:30:00,SELL,SELL,0.5
2024-04-05 09:35:00,SELL,SELL,0.955
2024-04-05 09:40:00,SELL,SELL,0.828
2024-04-05 09:45:00,SELL,SELL,0.546
2024-04-05 09:50:00,SELL,BUY,0.633
2024-04-05 09:55:00,SELL,SELL,0.798
2024-04-05 10:00:00,SELL,SELL,0.898
2024-04-05 10:05:00,SELL,SELL,0.49
2024-04-05 10:10:00,SELL,SELL,0.795
2024-04-05 10:15:00,SELL,SELL,0.746
2024-04-05 10:20:00,SELL,SELL,0.823
2024-04-05 10:25:00,SELL,BUY,0.476
2024-04-05 10:30:00,SELL,SELL,0.634
2024-04-05 10:35:00,SELL,HOLD,0.79
2024-04-05 10:40:00,SELL,SELL,0.578
2024-04-05 10:45:00,SELL,SELL,0.735
2024-04-05 10:50:00,SELL,SELL,0.662
2024-04-05 10:55:00,SELL,HOLD,0.73
2024-04-05 11:00:00,SELL,SELL,0.899
2024-04-05 11:05:00,SELL,SELL,0.849
2024-04-05 11:10:00,SELL,SELL,0.477
2024-04-05 11:15:00,SELL,SELL,0.8
2024-04-05 11:20:00,SELL,HOLD,0.446
2024-04-05 11:25:00,SELL,SELL,0.607
2024-04-05 11:30:00,SELL,SELL,0.835
2024-04-05 11:35:00,SELL,HOLD,0.861
2024-04-05 11:40:00,SELL,SELL,0.983
2024-04-05 11:45:00,SELL,SELL,0.574
2024-04-05 11:50:00,SELL,HOLD,0.718
2024-04-05 11:55:00,SELL,HOLD,0.791
2024-04-05 12:00:00,SELL,SELL,0.869
2024-04-05 12:05:00,HOLD,BUY,0.92
2024-04-05 12:10:00,HOLD,BUY,0.602
2024-04-05 12:15:00,BUY,BUY,0.512
2024-04-05 12:20:00,BUY,SELL,0.557
2024-04-05 12:25:00,HOLD,HOLD,0.854
2024-04-05 12:30:00,SELL,SELL,0.458
2024-04-05 12:35:00,SELL,SELL,0.559
2024-04-05 12:40:00,HOLD,HOLD,0.897
2024-04-05 12:45:00,SELL,SELL,0.966
2024-04-05 12:50:00,SELL,SELL,0.673
2024-04-05 12:55:00,SELL,HOLD,0.861
2024-04-05 13:00:00,SELL,SELL,0.641
2024-04-05 13:05:00,SELL,SELL,0.574
2024-04-05 13:10:00,SELL,SELL,0.743
2024-04-05 13:15:00,SELL,SELL,0.487
2024-04-05 13:20:00,SELL,SELL,0.687
2024-04-05 13:25:00,SELL,SELL,0.798
2024-04-05 13:30:00,SELL,SELL,0.965
2024-04-05 13:35:00,SELL,SELL,0.925
2024-04-05 13:40:00,SELL,BUY,0.542
2024-04-05 13:45:00,SELL,SELL,0.663
2024-04-05 13:50:00,HOLD,HOLD,0.451
2024-04-05 13:55:00,HOLD,HOLD,0.45
2024-04-05 14:00:00,HOLD,HOLD,0.985
2024-04-05 14:05:00,HOLD,HOLD,0.521
2024-04-05 14:10:00,HOLD,SELL,0.622
2024-04-05 14:15:00,SELL,SELL,0.832
2024-04-05 14:20:00,SELL,SELL,0.545
2024-04-05 14:25:00,SELL,SELL,0.656
2024-04-05 14:30:00,SELL,SELL,0.485
2024-04-05 14:35:00,SELL,SELL,0.874
2024-04-05 14:40:00,SELL,SELL,0.614
2024-04-05 14:45:00,SELL,HOLD,0.515
2024-04-05 14:50:00,SELL,SELL,0.59
2024-04-05 14:55:00,SELL,SELL,0.753
2024-04-05 15:00:00,SELL,SELL,0.67
2024-04-05 15:05:00,SELL,SELL,0.59
2024-04-05 15:10:00,HOLD,HOLD,0.587
2024-04-05 15:15:00,HOLD,HOLD,0.618
2024-04-05 15:20:00,HOLD,BUY,0.687
2024-04-05 15:25:00,SELL,SELL,0.625
2024-04-08 09:15:00,SELL,SELL,0.806
2024-04-08 09:20:00,SELL,SELL,0.616
2024-04-08 09:25:00,SELL,SELL,0.474
2024-04-08 09:30:00,SELL,BUY,0.458
2024-04-08 09:35:00,SELL,SELL,0.625
2024-04-08 09:40:00,HOLD,BUY,0.975
2024-04-08 09:45:00,HOLD,HOLD,0.662
2024-04-08 09:50:00,HOLD,HOLD,0.643
2024-04-08 09:55:00,BUY,BUY,0.441
2024-04-08 10:00:00,HOLD,HOLD,0.7
2024-04-08 10:05:00,HOLD,BUY,0.435
2024-04-08 10:10:00,SELL,SELL,0.551
2024-04-08 10:15:00,SELL,SELL,0.532
2024-04-08 10:20:00,SELL,SELL,0.612
2024-04-08 10:25:00,SELL,SELL,0.509
2024-04-08 10:30:00,SELL,SELL,0.526
2024-04-08 10:35:00,SELL,SELL,0.424
2024-04-08 10:40:00,SELL,SELL,0.692
2024-04-08 10:45:00,SELL,SELL,0.57
2024-04-08 10:50:00,SELL,HOLD,0.895
2024-04-08 10:55:00,SELL,SELL,0.861
2024-04-08 11:00:00,SELL,SELL,0.681
2024-04-08 11:05:00,SELL,SELL,0.932
2024-04-08 11:10:00,HOLD,HOLD,0.605
2024-04-08 11:15:00,HOLD,HOLD,0.455
2024-04-08 11:20:00,SELL,SELL,0.906
2024-04-08 11:25:00,HOLD,HOLD,0.965
2024-04-08 11:30:00,HOLD,HOLD,0.443
2024-04-08 11:35:00,SELL,SELL,0.643
2024-04-08 11:40:00,SELL,SELL,0.434
2024-04-08 11:45:00,HOLD,HOLD,0.793
2024-04-08 11:50:00,BUY,BUY,0.888
2024-04-08 11:55:00,HOLD,HOLD,0.472
2024-04-08 12:00:00,HOLD,HOLD,0.834
2024-04-08 12:05:00,BUY,BUY,0.723
2024-04-08 12:10:00,BUY,BUY,0.512
2024-04-08 12:15:00,BUY,BUY,0.56
2024-04-08 12:20:00,BUY,BUY,0.541
2024-04-08 12:25:00,BUY,HOLD,0.537
2024-04-08 12:30:00,BUY,BUY,0.727
2024-04-08 12:35:00,BUY,BUY,0.453
2024-04-08 12:40:00,HOLD,HOLD,0.937
2024-04-08 12:45:00,HOLD,HOLD,0.633
2024-04-08 12:50:00,SELL,SELL,0.65
2024-04-08 12:55:00,HOLD,HOLD,0.841
2024-04-08 13:00:00,HOLD,HOLD,0.462
2024-04-08 13:05:00,HOLD,HOLD,0.539
2024-04-08 13:10:00,HOLD,HOLD,0.809
2024-04-08 13:15:00,SELL,HOLD,0.796
2024-04-08 13:20:00,HOLD,HOLD,0.693
2024-04-08 13:25:00,SELL,BUY,0.832
2024-04-08 13:30:00,SELL,SELL,0.777
2024-04-08 13:35:00,SELL,SELL,0.821
2024-04-08 13:40:00,SELL,SELL,0.897
2024-04-08 13:45:00,SELL,SELL,0.829
2024-04-08 13:50:00,SELL,BUY,0.907
2024-04-08 13:55:00,SELL,HOLD,0.668
2024-04-08 14:00:00,SELL,SELL,0.887
2024-04-08 14:05:00,SELL,SELL,0.84
2024-04-08 14:10:00,SELL,SELL,0.426
2024-04-08 14:15:00,SELL,SELL,0.719
2024-04-08 14:20:00,HOLD,HOLD,0.936
2024-04-08 14:25:00,SELL,SELL,0.673
2024-04-08 14:30:00,HOLD,HOLD,0.629
2024-04-08 14:35:00,HOLD,HOLD,0.626
2024-04-08 14:40:00,BUY,BUY,0.886
2024-04-08 14:45:00,BUY,BUY,0.621
2024-04-08 14:50:00,HOLD,HOLD,0.539
2024-04-08 14:55:00,BUY,BUY,0.812
2024-04-08 15:00:00,HOLD,HOLD,0.982
2024-04-08 15:05:00,BUY,BUY,0.77
2024-04-08 15:10:00,BUY,BUY,0.438
2024-04-08 15:15:00,HOLD,HOLD,0.478
2024-04-08 15:20:00,HOLD,HOLD,0.594
2024-04-08 15:25:00,HOLD,HOLD,0.835
2024-04-09 09:15:00,BUY,BUY,0.936
2024-04-09 09:20:00,HOLD,HOLD,0.855
2024-04-09 09:25:00,HOLD,HOLD,0.481
2024-04-09 09:30:00,HOLD,HOLD,0.808
2024-04-09 09:35:00,HOLD,SELL,0.865
2024-04-09 09:40:00,HOLD,HOLD,0.681
2024-04-09 09:45:00,SELL,SELL,0.545
2024-04-09 09:50:00,SELL,SELL,0.718
2024-04-09 09:55:00,HOLD,HOLD,0.675
2024-04-09 10:00:00,HOLD,BUY,0.619
2024-04-09 10:05:00,SELL,HOLD,0.429
2024-04-09 10:10:00,SELL,SELL,0.57
2024-04-09 10:15:00,SELL,SELL,0.845
2024-04-09 10:20:00,HOLD,SELL,0.601
2024-04-09 10:25:00,SELL,SELL,0.795
2024-04-09 10:30:00,SELL,SELL,0.658
2024-04-09 10:35:00,HOLD,HOLD,0.546
2024-04-09 10:40:00,HOLD,SELL,0.842
2024-04-09 10:45:00,HOLD,HOLD,0.946
2024-04-09 10:50:00,HOLD,HOLD,0.832
2024-04-09 10:55:00,HOLD,HOLD,0.844
2024-04-09 11:00:00,SELL,HOLD,0.649
2024-04-09 11:05:00,HOLD,BUY,0.916
2024-04-09 11:10:00,HOLD,HOLD,0.979
2024-04-09 11:15:00,HOLD,HOLD,0.76
2024-04-09 11:20:00,HOLD,SELL,0.835
2024-04-09 11:25:00,BUY,BUY,0.481
2024-04-09 11:30:00,BUY,BUY,0.455
2024-04-09 11:35:00,BUY,BUY,0.799
2024-04-09 11:40:00,BUY,BUY,0.623
2024-04-09 11:45:00,BUY,BUY,0.585
2024-04-09 11:50:00,HOLD,BUY,0.762
2024-04-09 11:55:00,HOLD,HOLD,0.442
2024-04-09 12:00:00,HOLD,HOLD,0.742
2024-04-09 12:05:00,HOLD,HOLD,0.817
2024-04-09 12:10:00,HOLD,HOLD,0.841
2024-04-09 12:15:00,HOLD,HOLD,0.432
2024-04-09 12:20:00,HOLD,HOLD,0.459
2024-04-09 12:25:00,BUY,BUY,0.874
2024-04-09 12:30:00,HOLD,HOLD,0.921
2024-04-09 12:35:00,HOLD,HOLD,0.927
2024-04-09 12:40:00,HOLD,HOLD,0.731
2024-04-09 12:45:00,BUY,SELL,0.609
2024-04-09 12:50:00,HOLD,BUY,0.887
2024-04-09 12:55:00,HOLD,HOLD,0.629
2024-04-09 13:00:00,HOLD,SELL,0.956
2024-04-09 13:05:00,HOLD,HOLD,0.71
2024-04-09 13:10:00,BUY,SELL,0.429
2024-04-09 13:15:00,HOLD,HOLD,0.433
2024-04-09 13:20:00,BUY,BUY,0.932
2024-04-09 13:25:00,HOLD,HOLD,0.601
2024-04-09 13:30:00,HOLD,HOLD,0.527
2024-04-09 13:35:00,BUY,BUY,0.457
2024-04-09 13:40:00,HOLD,HOLD,0.609
2024-04-09 13:45:00,HOLD,HOLD,0.958
2024-04-09 13:50:00,HOLD,HOLD,0.424
2024-04-09 13:55:00,HOLD,BUY,0.874
2024-04-09 14:00:00,HOLD,HOLD,0.639
2024-04-09 14:05:00,BUY,BUY,0.863
2024-04-09 14:10:00,BUY,HOLD,0.902
2024-04-09 14:15:00,BUY,BUY,0.937
2024-04-09 14:20:00,BUY,BUY,0.528
2024-04-09 14:25:00,BUY,BUY,0.828
2024-04-09 14:30:00,BUY,HOLD,0.504
2024-04-09 14:35:00,BUY,BUY,0.542
2024-04-09 14:40:00,BUY,BUY,0.544
2024-04-09 14:45:00,HOLD,HOLD,0.975
2024-04-09 14:50:00,HOLD,HOLD,0.93
2024-04-09 14:55:00,HOLD,HOLD,0.847
2024-04-09 15:00:00,HOLD,HOLD,0.533
2024-04-09 15:05:00,BUY,HOLD,0.491
2024-04-09 15:10:00,BUY,BUY,0.852
2024-04-09 15:15:00,BUY,HOLD,0.727
2024-04-09 15:20:00,BUY,HOLD,0.892
2024-04-09 15:25:00,HOLD,HOLD,0.813
2024-04-10 09:15:00,HOLD,HOLD,0.62
2024-04-10 09:20:00,HOLD,HOLD,0.728
2024-04-10 09:25:00,HOLD,HOLD,0.879
2024-04-10 09:30:00,HOLD,HOLD,0.681
2024-04-10 09:35:00,HOLD,HOLD,0.438
2024-04-10 09:40:00,HOLD,HOLD,0.662
2024-04-10 09:45:00,HOLD,SELL,0.842
2024-04-10 09:50:00,HOLD,HOLD,0.751
2024-04-10 09:55:00,SELL,SELL,0.89
2024-04-10 10:00:00,SELL,HOLD,0.839
2024-04-10 10:05:00,SELL,SELL,0.766
2024-04-10 10:10:00,HOLD,SELL,0.834
2024-04-10 10:15:00,HOLD,HOLD,0.556
2024-04-10 10:20:00,HOLD,HOLD,0.52
2024-04-10 10:25:00,HOLD,BUY,0.488
2024-04-10 10:30:00,HOLD,HOLD,0.664
2024-04-10 10:35:00,HOLD,HOLD,0.66
