timestamp,mom_ret_5,vol_std_5,trend_ema_dist_5,mom_ret_20,vol_std_20,trend_ema_dist_20,mom_ret_50,vol_std_50,trend_ema_dist_50,osc_rsi_14,vol_atr_14,osc_rsi_28,vol_atr_28,osc_macd,osc_macd_signal,osc_macd_hist,vol_bb_width,vol_bb_pctb,flow_vol_zscore,flow_vwap_dist,flow_obv,ctx_minute_of_day,ctx_session_progress,ctx_day_of_week,noise_random_walk
2024-04-01 11:35:00,-0.211536,0.102992,-0.079175,-0.807307,0.083522,-0.359452,,,-0.495941,24.061966,51.495714,37.360754,47.861786,-36.711108,-26.956184,-9.754924,1.303913,0.129681,,,-0.94447,695,0.378378,0.0,-4.598907
2024-04-01 11:40:00,-0.21255,0.102812,-0.03292,-0.725235,0.084912,-0.296786,,,-0.440214,26.708761,49.365714,38.623986,46.823214,-37.166551,-29.000788,-8.165763,1.337508,0.188247,,-0.518301,-0.906953,700,0.391892,0.0,-4.562269
2024-04-01 11:45:00,-0.33665,0.105338,-0.105692,-0.902764,0.084388,-0.38007,,,-0.534213,23.062942,51.485714,35.497453,48.596071,-39.130716,-31.028782,-8.101934,1.375459,0.138705,,-0.615186,-1.055882,705,0.405405,0.0,-3.665019
2024-04-01 11:50:00,-0.140365,0.060522,-0.087228,-0.968596,0.082074,-0.365026,,,-0.528987,22.404933,49.419286,34.91194,47.393214,-40.622746,-32.949096,-7.673649,1.382749,0.157549,,-0.617131,-1.202833,710,0.418919,0.0,-3.898152
2024-04-01 11:55:00,-0.179029,0.063753,-0.106193,-1.057839,0.080681,-0.393784,,,-0.56869,20.590969,44.255,33.279776,45.985357,-42.502254,-34.86094,-7.641314,1.375022,0.141956,,-0.669661,-1.319482,715,0.432432,0.0,-4.641748
2024-04-01 12:00:00,-0.248029,0.057481,-0.107681,-1.033784,0.080444,-0.404824,,,-0.590969,19.300161,43.875,32.086509,46.111786,-44.39351,-36.768421,-7.625089,1.376972,0.140036,,-0.697127,-1.4096,720,0.445946,0.0,-4.256754
2024-04-01 12:05:00,-0.155169,0.093479,0.010088,-0.918709,0.088681,-0.254719,,,-0.444461,29.826867,41.025,37.269521,46.539643,-43.323647,-38.079998,-5.243649,1.312987,0.250731,,-0.541268,-1.207909,725,0.459459,0.0,-3.539518
2024-04-01 12:10:00,-0.083658,0.079873,-0.029312,-1.047667,0.083879,-0.278494,,,-0.472781,28.090157,41.317857,36.015015,43.730357,-42.888849,-39.04208,-3.846768,1.191164,0.224143,,-0.56993,-1.351671,730,0.472973,0.0,-3.839529
2024-04-01 12:15:00,-0.038388,0.081238,-0.006095,-0.911884,0.08395,-0.233204,,,-0.429815,29.734148,41.538571,36.837678,44.271071,-41.717666,-39.577337,-2.140329,1.073475,0.255252,,-0.519356,-1.143372,735,0.486486,0.0,-3.294861
2024-04-01 12:20:00,0.141611,0.085336,0.067842,-0.773156,0.090713,-0.11334,,,-0.306249,37.910939,41.653571,41.042515,44.615,-38.508374,-39.3635,0.855126,0.906129,0.371694,,-0.382208,-0.940945,740,0.5,0.0,-2.251985
2024-04-01 12:25:00,0.165944,0.079904,0.024535,-0.636595,0.085427,-0.130309,,,-0.320483,36.591433,42.159286,40.243076,45.894286,-36.078164,-38.706323,2.628159,0.786282,0.353373,,-0.380579,-1.150594,745,0.513514,0.0,-2.458942
2024-04-01 12:30:00,0.057292,0.062208,0.025915,-0.513181,0.083969,-0.104749,,,-0.291189,37.671271,40.825,40.795836,43.916429,-33.518957,-37.668712,4.149755,0.686524,0.390432,,-0.358117,-1.118728,750,0.527027,0.0,-3.272457
2024-04-01 12:35:00,0.147505,0.050419,0.04132,-0.316377,0.078607,-0.062067,,,-0.242838,40.420162,41.161429,42.190924,45.366786,-30.517989,-36.238415,5.720427,0.635123,0.463282,,-0.283392,-0.937763,755,0.540541,0.0,-2.924807
2024-04-01 12:40:00,0.159479,0.050149,0.048967,-0.276055,0.079327,-0.027057,,,-0.200643,42.839784,36.431429,43.423126,43.960357,-27.270646,-34.444709,7.174063,0.575846,0.539337,,-0.221033,-0.71913,760,0.554054,0.0,-2.677261
2024-04-01 12:45:00,-0.038227,0.053048,-0.027192,-0.260065,0.078426,-0.10548,,,-0.276346,38.177277,37.152143,40.898652,44.323929,-25.950315,-32.745715,6.795399,0.548706,0.401492,,-0.290306,-0.928074,765,0.567568,0.0,-1.578448
2024-04-01 12:50:00,0.027236,0.053908,0.004835,-0.266702,0.078198,-0.064216,,,-0.230553,40.83813,38.95,42.235034,44.157857,-24.028845,-31.002246,6.9734,0.496761,0.487419,,-0.23288,-0.900843,770,0.581081,0.0,-2.863029
2024-04-01 12:55:00,0.169839,0.087208,0.107786,-0.140996,0.086579,0.083682,,,-0.070518,51.153828,37.544286,47.810968,44.515,-19.552725,-28.712242,9.159517,0.439586,0.85885,,-0.062376,-0.879775,775,0.594595,0.0,-3.524642
2024-04-01 13:00:00,0.014918,0.110592,-0.007325,-0.258263,0.090076,-0.031691,,,-0.180281,44.785567,41.590714,44.442105,45.505,-17.870062,-26.54373,8.673669,0.341996,0.651674,,-0.140774,-1.02008,780,0.608108,0.0,-4.362809
2024-04-01 13:05:00,0.093264,0.120826,0.068751,0.073741,0.07957,0.071193,,,-0.066749,50.907864,44.247857,47.978098,44.251429,-14.440501,-24.123017,9.682516,0.363765,0.936346,,0.004853,-0.800626,785,0.621622,0.0,-6.096824
2024-04-01 13:10:00,0.223855,0.104554,0.072924,0.147802,0.079476,0.101116,,,-0.024929,52.975791,43.147857,49.212575,43.511429,-10.885687,-21.475492,10.589805,0.403282,0.976169,,0.074433,-0.731702,790,0.635135,0.0,-5.970389
2024-04-01 13:15:00,0.158141,0.110138,0.027839,0.102771,0.07992,0.063232,,,-0.0535,51.196026,42.245714,48.301673,41.635357,-8.51735,-18.883817,10.366468,0.425585,0.865814,,0.064964,-0.859636,795,0.648649,0.0,-5.442585
2024-04-01 13:20:00,0.221852,0.130125,0.165552,0.293717,0.093289,0.256705,,,0.159429,61.152401,47.663571,54.489885,44.490714,-2.731954,-15.653399,12.921444,0.539548,1.170767,-1.569363,0.308647,-0.827686,800,0.662162,0.0,-6.181375
2024-04-01 13:25:00,0.444546,0.093226,0.179183,0.523547,0.08912,0.32563,-0.492008,0.087965,0.251007,64.782692,49.337143,56.994612,45.437857,3.63178,-11.796319,15.428098,0.677555,1.148361,-0.222522,0.407673,-0.699948,805,0.675676,0.0,-4.795728
2024-04-01 13:30:00,0.250814,0.118541,0.064274,0.465758,0.091748,0.219468,-0.603083,0.088373,0.160656,59.953212,48.348571,54.504576,45.001071,7.131061,-8.010808,15.141869,0.739362,0.950394,-0.171935,0.328951,-0.833701,810,0.689189,0.0,-3.973803
2024-04-01 13:35:00,0.249047,0.118579,0.068765,0.577279,0.088994,0.233643,-0.539886,0.088645,0.190691,61.410545,47.05,55.453954,44.604643,10.470484,-4.314523,14.785007,0.783453,0.93795,-0.559471,0.361208,-0.723172,815,0.702703,0.0,-3.346427
2024-04-01 13:40:00,0.367588,0.109868,0.103878,0.720553,0.087594,0.290129,-0.371048,0.089087,0.265578,64.525,47.946429,57.513632,44.385714,14.491709,-0.553255,15.044963,0.82328,0.979084,-0.958314,0.447937,-0.641045,820,0.716216,0.0,-2.94472
2024-04-01 13:45:00,0.161451,0.073468,0.079097,0.611761,0.085247,0.275727,-0.315955,0.089011,0.268016,65.041843,46.494286,57.857363,43.827857,17.735787,3.104571,14.631216,0.876685,0.931894,0.390495,0.454822,-0.468741,825,0.72973,0.0,-1.98905
2024-04-01 13:50:00,0.156305,0.072251,0.118146,0.764968,0.084085,0.338261,-0.127454,0.089361,0.350291,68.337198,49.294286,60.079112,42.862857,21.798863,6.843443,14.95542,0.93083,0.97146,-1.568566,0.552265,-0.429824,830,0.743243,0.0,-3.32103
2024-04-01 13:55:00,0.266485,0.037138,0.096954,0.772169,0.084019,0.330619,-0.109951,0.089445,0.361152,69.208275,47.124286,60.678193,42.138214,25.213743,10.517514,14.696229,0.972767,0.939609,0.734855,0.550427,-0.233076,835,0.756757,0.0,-2.707101
2024-04-01 14:00:00,0.325268,0.040572,0.129638,0.761735,0.0836,0.387386,-0.144473,0.088513,0.438987,72.153941,46.756429,62.748122,42.853214,29.319811,14.277983,15.041828,1.052374,0.963148,1.02103,0.610822,-0.014416,840,0.77027,0.0,-2.104324
2024-04-01 14:05:00,0.409741,0.063226,0.200602,0.965699,0.086987,0.505704,0.067976,0.09168,0.584468,76.424928,45.622857,66.010963,41.583571,35.226686,18.467731,16.758955,1.164521,1.024811,-1.371645,0.767708,0.036625,845,0.783784,0.0,-3.872042
2024-04-01 14:10:00,0.36556,0.076549,0.114158,0.921737,0.08841,0.430673,0.091666,0.091455,0.531023,74.328483,44.06,65.002749,42.825357,38.935012,22.561194,16.373818,1.228267,0.936052,-1.044492,0.723471,-0.03779,850,0.797297,0.0,-3.525012
2024-04-01 14:15:00,0.322021,0.075442,0.112568,0.940559,0.088399,0.439077,0.093047,0.091471,0.560722,75.674508,42.586429,66.011133,43.417143,42.364639,26.521888,15.842751,1.289424,0.921496,-0.068908,0.742189,0.102361,855,0.810811,0.0,-3.775434
2024-04-01 14:20:00,0.286376,0.081252,0.069538,0.899843,0.089209,0.389551,0.043467,0.091303,0.528691,75.038079,44.071429,65.716189,43.609643,44.422346,30.101983,14.320363,1.32607,0.869647,1.184808,0.681574,-0.125592,860,0.824324,0.0,-2.993911
2024-04-01 14:25:00,0.237065,0.078069,0.07856,1.03923,0.083403,0.396093,0.073697,0.091519,0.552508,76.300305,43.913571,66.625559,43.079643,46.384361,33.358461,13.0259,1.32265,0.868029,1.170526,0.677721,0.104581,865,0.837838,0.0,-3.432973
2024-04-01 14:30:00,-0.010585,0.05483,0.001572,0.927524,0.088141,0.289068,0.077153,0.091458,0.455625,70.267109,40.405,63.856068,44.034286,46.040508,35.894872,10.145636,1.277728,0.784845,0.206993,0.56648,-0.059037,870,0.851351,0.0,-3.451214
2024-04-01 14:35:00,0.000625,0.053662,-0.010953,0.751254,0.085207,0.245103,0.052475,0.091497,0.418931,68.88152,39.658571,63.212371,44.497857,44.926451,37.701189,7.225263,1.253902,0.745922,-1.677073,0.522846,-0.088846,875,0.864865,0.0,-3.108362
2024-04-01 14:40:00,-0.035318,0.04644,0.005205,0.889858,0.077112,0.238683,-0.004958,0.090893,0.419209,69.555307,40.844286,63.608844,44.596429,43.874332,38.935818,4.938514,1.168891,0.74195,-0.670858,0.509951,0.009638,880,0.878378,0.0,-3.984624
2024-04-01 14:45:00,0.096049,0.07439,0.085563,0.90265,0.077735,0.327517,0.235383,0.090936,0.519936,73.598003,44.372143,66.097062,45.711071,44.73799,40.096253,4.641737,1.125397,0.821021,0.07906,0.582101,0.158249,885,0.891892,0.0,-3.386027
2024-04-01 14:50:00,0.194818,0.09444,0.15503,1.009956,0.080995,0.429549,0.414959,0.092962,0.639526,77.451498,46.407143,68.745515,47.176786,47.520609,41.581124,5.939484,1.110648,0.912702,-1.508517,0.698058,0.193855,890,0.905405,0.0,-3.490991
2024-04-01 14:55:00,0.183711,0.097883,0.045107,0.95329,0.084842,0.309255,0.496623,0.090488,0.528528,70.837119,47.018571,65.589015,46.756429,47.603876,42.785675,4.818201,1.014933,0.81845,-0.237518,0.559881,0.072053,895,0.918919,0.0,-2.998508
2024-04-01 15:00:00,0.165025,0.100802,0.005628,0.694127,0.07628,0.246454,0.570146,0.089095,0.47106,68.203752,46.849286,64.303581,48.071786,46.473305,43.523201,2.950104,0.969724,0.759647,1.156817,0.489163,-0.142718,900,0.932432,0.0,-3.520345
2024-04-01 15:05:00,0.24709,0.104498,0.070869,0.691526,0.076159,0.314192,0.834206,0.086388,0.548279,71.354043,51.17,66.19112,49.147143,46.851794,44.18892,2.662875,0.96394,0.83008,-1.539755,0.558325,-0.11332,905,0.945946,0.0,-2.434144
2024-04-01 15:10:00,-0.026142,0.12549,-0.052643,0.623894,0.08278,0.14836,0.69162,0.089481,0.381163,61.577277,51.918571,61.197509,49.3375,43.943507,44.139837,-0.19633,0.873709,0.656687,-1.225562,0.367718,-0.161154,910,0.959459,0.0,-1.828942
2024-04-01 15:15:00,-0.177067,0.093881,-0.037867,0.580609,0.083127,0.130443,0.794003,0.08785,0.361314,61.326807,50.127857,61.065274,47.875357,41.090046,43.529879,-2.439833,0.772544,0.634376,0.811587,0.30312,-0.350322,915,0.972973,0.0,-2.006967
2024-04-01 15:20:00,-0.059074,0.09243,-0.004666,0.524138,0.082002,0.145963,0.783696,0.087802,0.37602,62.547547,48.756429,61.703812,46.408214,38.936321,42.611167,-3.674846,0.688486,0.657723,0.898067,0.311052,-0.154702,920,0.986486,0.0,-1.37501
2024-04-01 15:25:00,0.137503,0.117605,0.103479,0.670051,0.087203,0.276914,0.913798,0.090126,0.514335,68.156948,51.960714,64.80566,47.273571,39.657419,42.020418,-2.362998,0.618058,0.88069,1.847093,0.43656,0.109738,925,1.0,0.0,-0.115255
2024-04-02 09:15:00,0.143112,0.1185,0.139838,0.678263,0.08754,0.346852,1.02231,0.090932,0.59546,71.244305,53.812143,66.669235,48.941786,41.66929,41.950192,-0.280902,0.605719,1.008403,0.171783,0.496626,0.258017,555,0.0,1.0,1.675921
2024-04-02 09:20:00,0.303208,0.070016,0.099799,0.660748,0.087695,0.322701,1.25675,0.083985,0.580411,71.522095,52.920714,66.83935,48.417143,42.947886,42.149731,0.798156,0.57951,0.991593,-0.608347,0.455709,0.350055,560,0.013514,1.0,0.102344
2024-04-02 09:25:00,0.313663,0.067724,0.070694,0.568973,0.086525,0.297555,1.296868,0.08361,0.562513,71.708198,52.267857,66.949956,46.336429,43.57221,42.434227,1.137983,0.573787,0.957886,-0.2022,0.435481,0.469865,565,0.027027,1.0,0.985476
2024-04-02 09:30:00,0.30054,0.06949,0.058983,0.414812,0.079719,0.285267,1.300879,0.0836,0.556506,72.261989,52.649286,67.271117,46.153929,43.883028,42.723987,1.159041,0.610811,0.925341,-0.508446,0.417243,0.566505,570,0.040541,1.0,1.450545
2024-04-02 09:35:00,0.327317,0.079421,0.163736,0.631693,0.086898,0.427304,1.459759,0.08664,0.713614,77.286904,53.787143,70.401494,47.315714,46.968528,43.572895,3.395633,0.704225,1.089788,-1.306229,0.593486,0.608419,575,0.054054,1.0,1.356684
2024-04-02 09:40:00,0.222147,0.079772,0.110016,0.578035,0.086967,0.387688,1.588727,0.083831,0.685619,77.319579,49.165714,70.423157,46.768929,48.875158,44.633348,4.24181,0.778549,0.998052,1.213711,0.546712,0.8263,580,0.067568,1.0,0.350019
2024-04-02 09:45:00,0.225684,0.079405,0.082287,0.599829,0.086615,0.362834,1.62792,0.083476,0.670481,77.657894,47.717857,70.640968,47.0625,50.05309,45.717296,4.335794,0.832714,0.945793,-0.283597,0.523746,0.938946,585,0.081081,1.0,1.607208
2024-04-02 09:50:00,0.2956,0.076964,0.105534,0.627702,0.087144,0.397145,1.778515,0.082316,0.716415,79.518019,44.972143,71.856089,45.995357,51.769763,46.927789,4.841973,0.904455,0.96003,-0.3251,0.566574,1.048539,590,0.094595,1.0,0.34547
2024-04-02 09:55:00,0.309113,0.075377,0.091183,0.73587,0.083402,0.387558,1.866672,0.081275,0.717306,80.246922,45.485,72.34461,46.167143,53.086181,48.159468,4.926713,0.94568,0.934223,-1.522966,0.58309,1.070805,595,0.108108,1.0,0.912415
2024-04-02 10:00:00,0.146411,0.028482,0.076913,0.778398,0.082474,0.372482,1.766216,0.080339,0.711385,80.816321,41.104286,72.724856,46.137143,53.947415,49.317057,4.630358,0.964237,0.910692,-0.486276,0.567637,1.165183,600,0.121622,1.0,2.214283
2024-04-02 10:05:00,0.08226,0.050252,0.009456,0.696335,0.085472,0.279997,1.757422,0.080544,0.621831,74.802633,42.323571,70.135031,47.121071,52.880673,50.02978,2.850892,0.944826,0.815699,0.953062,0.474339,0.967187,605,0.135135,1.0,0.614614
2024-04-02 10:10:00,0.111057,0.051455,0.034452,0.614912,0.082942,0.291549,1.779857,0.080522,0.63727,76.092509,43.237857,70.859576,46.682857,52.200735,50.463971,1.736764,0.954691,0.824584,-1.435506,0.488463,0.989844,610,0.148649,1.0,0.312096
2024-04-02 10:15:00,0.03637,0.041871,0.023882,0.468569,0.078462,0.264951,1.671553,0.07997,0.612687,76.13535,41.909286,70.88343,45.332857,51.097749,50.590727,0.507022,0.981176,0.793318,0.692001,0.442427,1.165051,615,0.162162,1.0,-0.997121
2024-04-02 10:20:00,0.159711,0.079214,0.118945,0.711738,0.079147,0.379811,1.860333,0.081227,0.737001,80.391708,42.197857,73.421382,47.079286,52.430107,50.958603,1.471504,1.022676,0.89818,-0.260127,0.577043,1.270222,620,0.175676,1.0,-0.753067
2024-04-02 10:25:00,0.241548,0.085408,0.149892,0.855389,0.078727,0.43964,1.953619,0.081739,0.809426,82.675326,39.748571,74.973848,46.780357,54.783587,51.7236,3.059988,1.067559,0.94096,-1.014758,0.66719,1.322999,625,0.189189,1.0,0.761308
2024-04-02 10:30:00,0.346248,0.060678,0.127689,0.795938,0.077533,0.43546,1.95936,0.081739,0.816894,83.491254,42.172143,75.557296,47.546429,56.754678,52.729815,4.024863,1.125588,0.920026,-0.102368,0.675745,1.438524,630,0.202703,1.0,2.784865
2024-04-02 10:35:00,0.411899,0.060473,0.156881,1.055762,0.064751,0.491577,2.03636,0.082309,0.887892,85.403662,44.925,76.994131,48.596429,59.593834,54.102619,5.491215,1.147784,0.960146,0.331486,0.731565,1.582348,635,0.216216,1.0,1.00675
2024-04-02 10:40:00,0.422535,0.057018,0.112514,1.072049,0.064106,0.455417,2.140195,0.08026,0.863484,85.603465,43.402857,77.149101,48.026071,61.355037,55.553103,5.801934,1.131673,0.929981,1.006311,0.682204,1.771443,640,0.22973,1.0,0.431801
2024-04-02 10:45:00,0.41232,0.053982,0.171249,1.186768,0.066974,0.542987,2.252474,0.081535,0.968238,87.778124,43.528571,78.925993,48.657857,64.643202,57.371123,7.27208,1.141561,1.00139,-0.843077,0.789534,1.836439,645,0.243243,1.0,1.135346
2024-04-02 10:50:00,0.35015,0.054325,0.143416,1.069561,0.062656,0.530958,2.137141,0.079907,0.971605,88.355493,43.153571,79.431548,46.159643,67.277464,59.352391,7.925074,1.185287,0.97502,1.201139,0.782561,2.041472,650,0.256757,1.0,2.714719
2024-04-02 10:55:00,0.408662,0.05299,0.162264,1.063219,0.062391,0.57103,2.360759,0.076843,1.029182,89.564289,45.332857,80.534152,46.525357,70.384349,61.558783,8.825567,1.263019,0.983253,0.978931,0.823072,2.233392,655,0.27027,1.0,3.135929
2024-04-02 11:00:00,0.222502,0.085313,0.056128,0.97445,0.068381,0.445531,2.168107,0.078257,0.912053,82.383011,45.930714,77.188268,45.451429,70.605116,63.368049,7.237067,1.276945,0.878416,0.76459,0.689899,2.057458,660,0.283784,1.0,2.389777
2024-04-02 11:05:00,0.288393,0.084106,0.08922,1.046588,0.067923,0.47349,2.205967,0.078411,0.950475,83.778919,45.197143,78.12745,45.341071,71.379886,64.970417,6.40947,1.28619,0.895717,-0.922747,0.751309,2.12161,665,0.297297,1.0,2.686909
2024-04-02 11:10:00,0.028083,0.096482,-0.017602,0.911904,0.077352,0.323273,2.119697,0.080922,0.800256,74.342406,48.913571,73.461796,45.008929,69.081125,65.792558,3.288567,1.235084,0.78123,-0.833454,0.606592,2.053136,670,0.310811,1.0,2.67029
2024-04-02 11:15:00,-0.164196,0.114117,-0.110682,0.574411,0.081325,0.157798,1.743716,0.081123,0.624557,64.332257,50.790714,68.055306,46.557143,63.808813,65.395809,-1.586996,1.194294,0.642185,-0.922172,0.414722,1.989249,675,0.324324,1.0,2.466549
2024-04-02 11:20:00,-0.248029,0.094088,-0.063168,0.589097,0.081132,0.157222,1.654971,0.080552,0.614906,64.879951,50.048571,68.315376,46.643214,59.239556,64.164559,-4.925003,1.142278,0.636949,0.776231,0.406331,2.166479,680,0.337838,1.0,1.732078
2024-04-02 11:25:00,-0.210729,0.092753,-0.069157,0.534776,0.082577,0.105483,1.697737,0.079535,0.551071,62.265955,54.075,66.881862,47.992143,54.251695,62.181986,-7.930291,1.075773,0.582881,-0.609753,0.348733,2.082393,685,0.351351,1.0,2.119338
2024-04-02 11:30:00,-0.227823,0.087375,-0.00575,0.519246,0.082162,0.150277,1.719788,0.079623,0.587442,64.561536,52.576429,67.923933,47.387143,50.819664,59.909522,-9.089858,1.024992,0.62087,1.013793,0.352871,2.277035,690,0.364865,1.0,2.427217
2024-04-02 11:35:00,0.145887,0.150151,0.168424,0.747698,0.097276,0.370154,1.894126,0.085434,0.813534,72.310959,57.19,71.84813,48.469286,52.225582,58.372734,-6.147152,1.019522,0.838831,2.225582,0.529611,2.565039,695,0.378378,1.0,2.334233
2024-04-02 11:40:00,0.26056,0.122501,0.089524,0.689047,0.098552,0.303909,1.84439,0.085977,0.747982,70.132709,58.316429,70.665687,50.244286,52.115428,57.121272,-5.005845,0.99096,0.779416,1.125665,0.422252,2.353303,700,0.391892,1.0,2.112545
2024-04-02 11:45:00,0.230243,0.125443,0.050152,0.737828,0.096617,0.261947,1.730015,0.085804,0.704216,69.191885,56.912857,70.163763,50.918929,51.176798,55.932378,-4.755579,0.910678,0.747932,0.955131,0.362669,2.151038,705,0.405405,1.0,0.827629
